Customer_ID,Acquisition_Date,Last_Activity_Date,Tenure_Days,Industry,Segment,Country,Company_Size_Employees,MRR,ARR,LTV,Churn_Probability,Health_Score,Churned,Churn_Date,NPS_Score,CSAT_Score,Support_Tickets,Avg_Resolution_Hours,Logins_Last_30d,Features_Used,API_Calls_Monthly,Storage_GB,Plan,Payment_Method,Expansion_Revenue,Upsell_Probability,Referrals_Made,Contract_Value,Renewal_Date
CUST-10224,2023-05-08,2023-06-29,52,Education,Enterprise,India,35234,5132.32,61587.82,161615.98,0.384,66.8,0,,-77,2.0,21,40.0,22,2,448497,2452.5,Professional,Invoice,4014.35,0.221,10,5132.32,2024-05-07
CUST-10225,2024-11-26,2025-04-27,152,Logistics,SMB,Germany,44657,6284.92,75419.0,56566.01,0.265,72.6,0,,-30,5.0,21,3.1,1,1,812965,3324.4,Starter,Credit Card,418.17,0.165,10,6284.92,2025-11-26
CUST-10226,2022-06-19,2024-05-24,705,Technology,SMB,Mexico,1698,1984.18,23810.14,91331.16,0.203,88.8,0,,84,1.6,22,23.2,86,4,833292,4571.3,Enterprise,ACH,1304.02,0.085,2,71430.41,2023-06-19
CUST-10227,2023-08-12,2024-12-27,503,Technology,SMB,Canada,24872,5269.0,63227.99,201567.99,0.252,87.4,0,,20,1.2,27,34.2,5,20,51226,14.0,Enterprise,Invoice,1889.48,0.637,1,126455.99,2024-08-11
CUST-10228,2024-11-22,2025-08-31,282,Manufacturing,Mid-Market,India,14937,5346.35,64156.18,123060.65,0.166,85.3,0,,-18,2.5,3,27.0,21,19,393557,3648.0,Starter,Wire,265.18,0.208,6,192468.55,2025-11-22
CUST-10229,2023-12-29,2024-01-16,18,Finance,Mid-Market,UK,3983,7745.43,92945.14,299761.85,0.531,54.7,0,,-32,4.2,7,62.4,32,17,130300,4451.0,Starter,ACH,3127.89,0.259,10,92945.14,2024-12-28
CUST-10230,2024-08-28,2026-01-21,511,Healthcare,Mid-Market,France,17555,8815.49,105785.93,145091.09,0.195,91.9,0,,-38,1.6,4,11.0,51,20,710832,1475.8,Professional,ACH,2038.21,0.159,3,317357.8,2025-08-28
CUST-10231,2022-09-25,2023-10-08,378,Healthcare,SMB,Australia,2677,7249.27,86991.24,300784.26,0.152,88.8,0,,-1,2.2,40,28.7,45,12,794462,1453.1,Starter,Invoice,2016.4,0.229,10,173982.48,2023-09-25
CUST-10232,2023-11-28,2025-06-07,557,Healthcare,Enterprise,Australia,24729,6862.52,82350.19,125865.33,0.334,70.5,0,,-22,2.6,17,62.3,65,19,854297,2651.8,Starter,Invoice,3653.9,0.368,8,82350.19,2024-11-27
CUST-10233,2023-07-19,2024-06-23,340,Technology,SMB,Brazil,45016,7281.4,87376.77,84745.72,0.091,87.8,0,,63,1.2,18,18.0,27,7,802209,4119.7,Professional,ACH,2935.61,0.883,1,262130.3,2024-07-18
CUST-10234,2023-03-31,2023-08-23,145,Healthcare,Startup,India,3172,8077.89,96934.62,79021.27,0.264,73.5,0,,55,4.9,15,43.1,80,7,516508,1083.9,Custom,ACH,4997.22,0.039,6,8077.89,2024-03-30
CUST-10235,2022-06-07,2022-09-01,86,Media,SMB,UK,30263,9188.49,110261.89,291263.74,0.146,88.0,0,,28,4.4,49,40.2,67,1,11190,4557.6,Professional,Credit Card,4986.32,0.029,1,220523.78,2023-06-07
CUST-10236,2024-04-29,2024-08-22,115,Education,Startup,Australia,41740,5541.43,66497.16,228190.91,0.287,76.9,0,,79,3.0,46,21.1,76,4,759984,4539.7,Starter,Invoice,1958.81,0.61,5,66497.16,2025-04-29
CUST-10237,2022-04-29,2022-07-17,79,Healthcare,SMB,India,19157,3180.16,38161.87,28552.5,0.405,71.9,0,,-43,1.9,33,34.9,3,19,146059,3782.6,Custom,Invoice,853.0,0.723,3,38161.87,2023-04-29
CUST-10238,2022-05-31,2023-02-01,246,Manufacturing,Enterprise,Germany,34062,4566.79,54801.48,91692.16,0.211,84.2,0,,37,2.6,47,4.0,46,1,815811,3960.2,Professional,Wire,4677.96,0.429,0,4566.79,2023-05-31
CUST-10239,2022-08-27,2023-01-06,132,Retail,Enterprise,Canada,25602,4321.51,51858.1,179578.34,0.518,54.0,0,,1,4.5,5,59.1,3,13,161472,3424.5,Starter,ACH,4701.55,0.213,2,51858.1,2023-08-27
CUST-10240,2023-06-05,2024-05-19,349,Logistics,Enterprise,Australia,27823,3621.37,43456.49,146052.55,0.143,88.4,0,,95,3.2,9,45.1,67,9,304507,3748.3,Starter,Credit Card,1210.5,0.896,0,130369.46,2024-06-04
CUST-10241,2023-02-02,2024-01-19,351,Media,Mid-Market,USA,13896,3053.56,36642.7,79481.84,0.143,83.1,0,,-41,3.6,39,52.4,6,4,699427,1852.8,Starter,Credit Card,2537.0,0.993,9,3053.56,2024-02-02
CUST-10242,2023-08-16,2024-06-04,293,Finance,SMB,France,49564,5782.47,69389.59,261762.92,0.205,78.2,0,,53,3.8,39,67.9,53,20,600535,4040.4,Enterprise,Wire,448.27,0.522,2,138779.19,2024-08-15
CUST-10243,2024-02-26,2025-12-10,653,Manufacturing,Enterprise,Mexico,40557,9523.16,114277.9,156412.48,0.059,97.3,0,,-51,4.8,12,8.7,28,10,818443,706.5,Custom,Wire,2819.58,0.961,0,342833.69,2025-02-25
CUST-10244,2022-02-17,2023-09-12,572,Logistics,Enterprise,Germany,49109,4781.48,57377.73,108614.8,0.24,86.5,0,,-45,2.2,46,17.2,77,8,341603,3350.7,Enterprise,Invoice,4492.61,0.52,10,4781.48,2023-02-17
CUST-10245,2023-08-07,2023-08-11,4,Media,Mid-Market,Canada,1967,8981.78,107781.39,416043.93,0.386,67.5,0,,40,4.2,50,11.5,75,12,570950,3382.8,Custom,ACH,467.49,0.551,9,323344.18,2024-08-06
CUST-10246,2023-12-07,2025-01-27,417,Healthcare,Startup,Germany,12475,6339.49,76073.92,283916.6,0.205,89.9,0,,35,2.3,21,70.6,15,9,884272,960.2,Enterprise,Wire,2707.34,0.241,4,152147.83,2024-12-06
CUST-10247,2022-03-25,2022-04-25,31,Media,Startup,France,4107,8341.05,100092.56,107585.4,0.337,72.8,0,,-86,1.5,48,28.5,25,3,85159,3341.6,Enterprise,Credit Card,239.58,0.066,8,8341.05,2023-03-25
CUST-10248,2023-07-26,2023-10-17,83,Media,Startup,Germany,41262,3000.04,36000.51,94424.58,0.371,66.9,0,,33,1.8,37,68.4,82,14,657433,718.2,Enterprise,Invoice,3187.51,0.27,7,108001.52,2024-07-25
CUST-10249,2024-06-25,2026-03-01,614,Media,Mid-Market,France,44005,2885.86,34630.31,36988.4,0.073,88.8,0,,-67,3.4,22,2.4,11,16,760205,3126.9,Custom,Wire,4615.45,0.982,9,2885.86,2025-06-25
CUST-10250,2023-06-24,2023-07-18,24,Retail,Mid-Market,Japan,29749,4032.06,48384.73,112926.83,0.304,75.3,0,,-41,1.4,8,68.7,40,12,749646,4653.1,Professional,ACH,4579.1,0.401,7,4032.06,2024-06-23
CUST-10251,2024-08-08,2024-08-19,11,Finance,Enterprise,USA,24897,2127.68,25532.14,101781.04,0.471,58.2,0,,-72,1.9,27,17.9,65,11,138785,2338.6,Enterprise,Wire,606.32,0.218,1,51064.29,2025-08-08
CUST-10252,2023-09-21,2024-06-18,271,Finance,Enterprise,France,19273,5965.29,71583.54,217682.19,0.303,81.5,0,,30,1.2,6,31.6,36,2,247996,2258.7,Enterprise,Credit Card,1991.8,0.534,2,214750.61,2024-09-20
CUST-10253,2024-10-20,2026-09-04,684,Logistics,Enterprise,Mexico,35148,5181.57,62178.83,230254.21,0.238,85.3,0,,-54,1.4,12,19.5,53,6,600330,2730.6,Custom,Wire,1169.32,0.426,3,62178.83,2025-10-20
CUST-10254,2022-08-24,2024-02-03,528,Logistics,Mid-Market,USA,32302,1853.44,22241.33,64174.28,0.123,91.3,0,,79,3.4,46,46.2,51,4,475606,2391.6,Starter,Wire,4304.52,0.496,6,22241.33,2023-08-24
CUST-10255,2022-02-01,2023-02-10,374,Finance,Mid-Market,Japan,41238,7667.91,92014.88,167136.65,0.287,82.8,0,,-11,2.3,10,7.1,50,12,15552,3886.4,Custom,Credit Card,3433.74,0.405,2,7667.91,2023-02-01
CUST-10256,2024-12-06,2026-10-04,667,Logistics,Startup,Mexico,2589,7722.89,92674.72,102845.91,0.13,89.3,0,,42,3.4,49,49.4,30,14,653721,3044.8,Enterprise,Credit Card,4765.43,0.127,0,185349.43,2025-12-06
CUST-10257,2022-03-11,2023-11-21,620,Manufacturing,SMB,Germany,19543,6947.75,83373.04,108743.18,0.153,83.3,0,,55,2.4,47,44.3,70,3,678712,420.1,Enterprise,Wire,3130.33,0.508,0,250119.12,2023-03-11
CUST-10258,2022-07-07,2023-07-08,366,Retail,Startup,India,43044,9243.13,110917.54,146797.51,0.095,90.9,0,,-53,1.1,39,33.1,48,3,643851,317.4,Custom,Wire,3052.16,0.492,8,110917.54,2023-07-07
CUST-10259,2024-06-12,2025-11-12,518,Logistics,Mid-Market,USA,42164,5021.54,60258.46,208451.45,0.165,84.6,0,,36,2.3,33,1.0,82,6,715484,3126.0,Professional,ACH,259.36,0.269,0,120516.92,2025-06-12
CUST-10260,2024-03-10,2025-04-05,391,Finance,Enterprise,Brazil,35510,7303.12,87637.41,145615.62,0.162,87.4,0,,-55,4.1,21,61.5,34,9,191423,4671.2,Custom,Wire,2967.97,0.196,5,175274.81,2025-03-10
CUST-10261,2023-01-16,2024-10-31,654,Media,SMB,Japan,12756,2540.59,30487.03,116787.85,0.015,91.3,0,,39,4.8,36,67.4,43,13,172408,1303.6,Enterprise,Invoice,2665.2,0.338,7,30487.03,2024-01-16
CUST-10262,2023-12-05,2025-01-07,399,Education,Mid-Market,India,39846,1759.03,21108.3,53067.39,0.076,97.7,0,,100,3.7,6,16.9,64,4,587132,3553.1,Enterprise,ACH,128.3,0.646,8,42216.61,2024-12-04
CUST-10263,2024-03-02,2025-09-26,573,Manufacturing,SMB,Japan,503,3310.33,39723.91,104656.36,0.121,81.7,0,,-51,2.2,39,9.5,86,17,864371,2884.8,Starter,Wire,2995.01,0.165,3,79447.82,2025-03-02
CUST-10264,2023-04-29,2024-01-30,276,Education,Enterprise,Brazil,29737,7954.17,95450.04,76458.88,0.171,90.1,0,,-73,2.3,20,15.4,27,6,383894,3096.9,Professional,Wire,2379.28,0.846,8,7954.17,2024-04-28
CUST-10265,2023-05-03,2024-07-13,437,Healthcare,Mid-Market,Brazil,5715,4527.54,54330.43,87505.72,0.309,76.0,0,,-91,4.1,11,33.4,78,17,994023,4988.0,Custom,Credit Card,3025.36,0.835,7,4527.54,2024-05-02
CUST-10266,2023-07-11,2024-07-15,370,Media,SMB,Germany,8973,1383.78,16605.38,57395.78,0.004,98.1,0,,-16,3.2,49,31.4,7,11,906005,3864.6,Custom,Wire,2694.57,0.28,2,16605.38,2024-07-10
CUST-10267,2024-10-06,2026-09-30,724,Media,SMB,Canada,20801,3444.12,41329.39,69453.99,0.044,89.1,0,,82,4.4,18,13.6,16,10,644226,4552.4,Starter,Wire,4926.93,0.025,0,3444.12,2025-10-06
CUST-10268,2022-03-29,2022-09-05,160,Healthcare,Mid-Market,Japan,8598,8035.05,96420.63,173919.93,0.303,82.9,0,,64,4.5,7,57.8,40,3,218464,27.8,Enterprise,Wire,168.95,0.204,10,289261.9,2023-03-29
CUST-10269,2023-01-09,2024-12-08,699,Media,Startup,Mexico,40634,1092.66,13111.88,20473.14,0.135,84.3,0,,83,3.0,31,69.4,88,8,443623,2245.0,Custom,ACH,3215.73,0.15,0,13111.88,2024-01-09
CUST-10270,2024-01-21,2025-07-02,528,Retail,Enterprise,Germany,46376,9848.42,118181.05,350158.05,0.205,81.6,0,,39,4.2,6,53.3,24,3,132430,1000.9,Professional,Credit Card,3134.56,0.624,0,354543.15,2025-01-20
CUST-10271,2022-01-17,2022-04-20,93,Education,Startup,USA,34903,5242.95,62915.36,122923.28,0.244,80.7,0,,-58,4.1,25,37.8,11,15,185536,3934.6,Enterprise,Wire,2321.31,0.26,5,125830.73,2023-01-17
CUST-10272,2024-09-17,2025-02-03,139,Logistics,Enterprise,France,43106,3850.21,46202.46,162613.35,0.376,68.4,0,,41,2.0,6,28.9,70,6,753180,2197.7,Starter,Wire,877.74,0.457,3,46202.46,2025-09-17
CUST-10273,2024-06-26,2025-02-04,223,Education,Enterprise,Germany,11312,9264.37,111172.44,310603.17,0.503,57.1,0,,-61,3.3,36,65.6,27,14,924381,856.0,Starter,Wire,3997.01,0.657,9,9264.37,2025-06-26
CUST-10274,2023-09-13,2024-05-12,242,Retail,SMB,Mexico,35405,5575.05,66900.6,67138.46,0.321,71.6,0,,-48,2.3,19,19.9,15,16,759993,3223.0,Custom,Invoice,807.81,0.393,3,5575.05,2024-09-12
CUST-10275,2023-11-13,2024-08-07,268,Finance,Enterprise,Australia,39563,8666.79,104001.46,262253.33,0.352,70.1,0,,49,2.8,11,41.5,56,3,169963,277.2,Professional,Wire,3798.73,0.911,1,104001.46,2024-11-12
CUST-10276,2024-10-01,2026-09-26,725,Finance,Mid-Market,Germany,1845,8963.29,107559.47,176835.15,0,96.9,0,,72,4.0,6,10.6,46,13,764624,3952.9,Starter,Invoice,866.33,0.883,4,322678.4,2025-10-01
CUST-10277,2024-08-11,2026-01-25,532,Education,SMB,Germany,15523,5083.26,60999.13,214880.46,0,100,0,,63,3.1,3,57.7,5,7,18179,1390.7,Enterprise,Invoice,4612.72,0.645,9,121998.26,2025-08-11
CUST-10278,2022-08-13,2023-11-28,472,Technology,Enterprise,Germany,42138,756.44,9077.32,31072.98,0.192,87.6,0,,47,1.7,46,67.9,44,1,96967,1514.0,Custom,ACH,3268.77,0.735,3,756.44,2023-08-13
CUST-10279,2023-02-07,2023-02-13,6,Healthcare,Startup,Mexico,7552,5806.84,69682.04,276820.59,0.48,65.4,0,,-63,2.6,40,11.7,19,4,217312,787.0,Custom,Wire,2332.76,0.66,0,5806.84,2024-02-07
CUST-10280,2022-07-02,2022-10-29,119,Technology,Enterprise,Australia,8917,1214.82,14577.9,27835.58,0.344,74.7,0,,85,2.4,47,66.7,56,8,207567,4627.4,Professional,Credit Card,1468.06,0.192,6,29155.8,2023-07-02
CUST-10281,2023-03-03,2024-09-03,550,Healthcare,SMB,Germany,18489,231.75,2781.0,3131.21,0.037,91.0,0,,-55,1.4,18,2.6,71,13,655725,2624.1,Enterprise,Credit Card,2882.15,0.327,2,2781.0,2024-03-02
CUST-10282,2023-08-11,2024-08-30,385,Education,SMB,France,4331,1374.19,16490.32,56726.2,0.061,90.9,0,,89,3.9,0,58.2,27,19,625163,1726.2,Custom,Credit Card,3881.81,0.229,7,1374.19,2024-08-10
CUST-10283,2022-10-18,2023-07-28,283,Manufacturing,Startup,Germany,13899,1987.49,23849.86,89987.71,0.115,88.9,0,,-94,2.0,4,64.1,19,1,147687,4950.5,Starter,Wire,615.56,0.614,7,23849.86,2023-10-18
CUST-10284,2024-10-10,2025-07-22,285,Media,Enterprise,France,38724,696.06,8352.7,21689.75,0.38,72.6,0,,-95,2.6,8,10.0,36,17,681673,4725.8,Starter,ACH,1597.18,0.953,2,696.06,2025-10-10
CUST-10285,2023-03-31,2025-03-19,719,Media,SMB,Australia,36995,7131.28,85575.41,128285.69,0.055,98.2,0,,96,3.6,23,31.0,39,20,68034,1854.4,Enterprise,ACH,1425.22,0.844,3,171150.82,2024-03-30
CUST-10286,2024-09-09,2024-12-27,109,Technology,Enterprise,UK,33702,1453.91,17446.87,58190.67,0.298,76.2,0,,-69,1.2,1,58.2,52,18,241016,501.9,Custom,ACH,3817.22,0.09,2,52340.61,2025-09-09
CUST-10287,2024-11-23,2025-01-06,44,Healthcare,Startup,Germany,38851,5488.29,65859.47,152068.31,0.389,62.0,0,,-93,4.5,6,70.2,90,2,485968,422.2,Starter,Wire,2264.82,0.247,7,65859.47,2025-11-23
CUST-10288,2023-11-12,2024-02-02,82,Logistics,SMB,Brazil,13079,9689.88,116278.51,389008.59,0.254,92.5,0,,2,1.7,45,15.0,2,19,456231,908.6,Enterprise,Wire,2129.54,0.429,4,348835.52,2024-11-11
CUST-10289,2022-03-02,2022-09-28,210,Media,Mid-Market,Germany,28806,1291.91,15502.97,8048.11,0.311,82.2,0,,-35,4.4,25,32.0,19,3,370392,2925.7,Professional,Invoice,3497.39,0.475,0,1291.91,2023-03-02
CUST-10290,2023-06-29,2024-08-15,413,Healthcare,Enterprise,UK,3319,4205.56,50466.72,42926.24,0.317,73.1,0,,14,3.4,42,34.2,32,2,20602,3745.1,Enterprise,Invoice,2719.39,0.941,1,100933.44,2024-06-28
CUST-10291,2022-01-07,2022-11-26,323,Manufacturing,Enterprise,Mexico,39906,2566.98,30803.71,122943.71,0.378,73.3,0,,28,1.2,37,22.1,76,16,974400,4562.9,Custom,Invoice,3240.13,0.199,9,92411.14,2023-01-07
CUST-10292,2022-09-04,2023-11-03,425,Healthcare,Startup,Germany,14179,3882.99,46595.88,114061.93,0.148,93.1,0,,24,2.1,3,35.4,73,9,260300,1166.5,Professional,ACH,2184.47,0.211,8,93191.77,2023-09-04
CUST-10293,2022-08-22,2024-05-09,626,Media,Mid-Market,Germany,1729,4515.07,54180.88,29870.55,0.04,86.1,0,,-46,2.9,32,33.7,69,6,110825,445.1,Starter,Invoice,3303.78,0.659,10,108361.75,2023-08-22
CUST-10294,2022-07-14,2024-01-24,559,Finance,Startup,UK,5477,9441.77,113301.24,373571.24,0.134,96.8,0,,13,4.9,46,60.4,64,19,303842,4639.0,Starter,Credit Card,4852.54,0.928,4,226602.48,2023-07-14
CUST-10295,2022-10-11,2023-03-25,165,Logistics,Mid-Market,India,24502,7601.54,91218.52,189690.71,0.351,68.7,0,,12,4.7,34,13.3,3,9,566330,234.1,Custom,ACH,2366.38,0.094,2,91218.52,2023-10-11
CUST-10296,2024-02-18,2025-09-17,577,Finance,Enterprise,India,32752,941.77,11301.21,29212.29,0.234,85.2,0,,72,4.3,17,57.2,76,14,586876,4519.1,Professional,Wire,3631.03,0.392,10,33903.63,2025-02-17
CUST-10297,2022-04-13,2023-01-12,274,Media,Enterprise,UK,23244,526.03,6312.4,10991.43,0.22,78.7,0,,9,1.2,35,46.6,22,16,297918,3371.0,Professional,ACH,3614.33,0.354,7,18937.2,2023-04-13
CUST-10298,2023-01-08,2023-11-04,300,Media,SMB,France,35839,6434.99,77219.84,277735.52,0.366,67.2,0,,-37,3.9,39,31.5,34,15,536556,1562.0,Starter,Wire,58.08,0.561,1,231659.51,2024-01-08
CUST-10299,2022-10-19,2023-04-01,164,Manufacturing,Startup,India,35834,9813.14,117757.68,205428.25,0.294,67.1,0,,-68,1.0,36,69.2,28,9,560591,2000.7,Professional,Credit Card,4401.67,0.137,4,353273.05,2023-10-19
CUST-10300,2024-09-09,2025-02-11,155,Technology,Startup,Mexico,4160,9905.89,118870.71,372675.54,0.163,89.2,0,,-78,2.2,13,71.9,14,19,939586,3783.4,Professional,ACH,3305.91,0.987,10,118870.71,2025-09-09
CUST-10301,2023-02-23,2024-04-16,418,Finance,SMB,Japan,2874,1167.81,14013.7,17470.93,0.138,78.5,0,,-35,2.3,32,7.7,42,1,954214,827.9,Enterprise,ACH,2477.96,0.262,9,1167.81,2024-02-23
CUST-10302,2024-05-28,2025-04-19,326,Media,Startup,UK,30809,6536.83,78441.95,278911.85,0.19,81.0,0,,93,4.0,47,5.6,66,5,734207,1293.5,Starter,Credit Card,4331.49,0.462,8,78441.95,2025-05-28
CUST-10303,2022-07-18,2023-04-23,279,Education,Mid-Market,Mexico,12110,887.23,10646.79,15417.04,0,98.3,0,,0,3.5,16,39.8,78,18,647397,4023.8,Professional,Wire,3482.4,0.55,4,31940.37,2023-07-18
CUST-10304,2023-10-02,2025-09-07,706,Technology,SMB,UK,8139,8934.98,107219.76,87495.13,0.018,100,0,,57,1.5,38,49.2,7,16,378867,1232.0,Custom,Credit Card,1756.31,0.07,1,321659.27,2024-10-01
CUST-10305,2022-05-07,2022-12-26,233,Media,Mid-Market,Canada,16294,8340.99,100091.85,238454.94,0.278,68.7,0,,5,4.9,41,9.9,65,19,272530,1638.3,Starter,Wire,2427.54,0.049,9,200183.71,2023-05-07
CUST-10306,2022-10-06,2023-08-08,306,Media,Startup,Brazil,48538,5349.49,64193.92,162492.37,0.26,82.9,0,,42,3.5,27,36.3,6,11,827513,2179.0,Professional,Credit Card,4100.96,0.931,5,192581.76,2023-10-06
CUST-10307,2024-01-16,2025-06-01,502,Education,SMB,Japan,12606,7586.04,91032.44,153818.29,0.245,76.3,0,,100,3.0,38,3.1,16,8,898668,3911.2,Enterprise,Wire,4379.43,0.783,10,91032.44,2025-01-15
CUST-10308,2024-05-07,2025-04-17,345,Retail,SMB,USA,605,7034.92,84419.09,58221.6,0.136,91.8,0,,77,4.7,27,12.4,23,4,183404,760.8,Professional,Wire,2140.91,0.881,10,253257.28,2025-05-07
CUST-10309,2023-09-29,2024-11-13,411,Finance,Enterprise,Brazil,46479,1428.93,17147.18,27538.69,0.203,84.3,0,,-75,1.4,32,58.9,32,18,835591,2585.3,Custom,Credit Card,30.6,0.904,8,1428.93,2024-09-28
CUST-10310,2022-08-10,2023-12-09,486,Retail,Mid-Market,UK,11335,5928.22,71138.62,280067.4,0.034,97.9,0,,47,3.4,22,32.5,1,9,467785,674.6,Custom,ACH,4263.71,0.639,6,5928.22,2023-08-10
CUST-10311,2022-10-29,2023-02-20,114,Education,Startup,Japan,28190,9202.27,110427.18,75879.96,0.232,80.8,0,,-12,3.8,46,28.4,68,2,483607,2770.5,Professional,ACH,4917.01,0.948,2,220854.37,2023-10-29
CUST-10312,2022-09-19,2023-01-24,127,Education,SMB,Brazil,3094,6749.32,80991.8,237427.97,0.307,79.8,0,,-92,3.7,27,19.1,83,12,299061,3261.0,Enterprise,Invoice,4349.35,0.846,1,6749.32,2023-09-19
CUST-10313,2022-10-14,2023-05-01,199,Healthcare,Startup,Australia,28735,1625.22,19502.66,58415.12,0.106,94.3,0,,98,2.6,13,18.2,37,6,513052,848.6,Professional,Wire,3425.41,0.82,7,39005.33,2023-10-14
CUST-10314,2022-01-26,2023-11-28,671,Technology,Mid-Market,Brazil,21563,5473.73,65684.76,217034.68,0.234,84.9,0,,82,3.5,2,28.4,29,11,754121,2726.6,Professional,ACH,3120.64,0.229,3,131369.51,2023-01-26
CUST-10315,2022-01-25,2022-03-03,37,Media,Enterprise,Australia,31080,8591.6,103099.21,363041.17,0.373,62.1,0,,29,2.1,4,60.8,44,6,292399,1270.5,Enterprise,ACH,1309.44,0.053,8,103099.21,2023-01-25
CUST-10316,2024-01-11,2025-12-16,705,Technology,Enterprise,Canada,15794,751.98,9023.74,23549.12,0.092,100,0,,64,3.4,9,39.1,64,17,693182,1277.3,Custom,Wire,4940.86,0.528,2,751.98,2025-01-10
CUST-10317,2023-09-19,2024-08-07,323,Finance,Startup,Brazil,24701,4863.28,58359.41,172788.89,0.242,78.6,0,,-41,1.1,5,62.2,76,18,784019,4817.5,Enterprise,Invoice,1339.0,0.905,8,58359.41,2024-09-18
CUST-10318,2024-07-09,2024-12-23,167,Logistics,Enterprise,USA,25688,5261.49,63137.86,84221.8,0.296,73.5,0,,-60,4.8,36,15.9,22,17,909046,2573.4,Starter,Invoice,838.92,0.121,1,5261.49,2025-07-09
CUST-10319,2023-01-15,2023-09-08,236,Media,Startup,France,7516,1838.72,22064.62,11195.46,0.365,73.1,0,,-89,4.6,32,60.7,76,18,964218,4010.2,Custom,Wire,608.51,0.548,4,22064.62,2024-01-15
CUST-10320,2024-02-03,2025-03-02,393,Education,SMB,Japan,42023,7987.91,95854.92,144805.5,0.252,78.0,0,,-79,3.4,48,4.4,61,9,441597,3915.2,Professional,Invoice,1574.31,0.409,9,191709.84,2025-02-02
CUST-10321,2022-07-20,2022-08-25,36,Finance,Startup,USA,24257,135.13,1621.61,4972.95,0.446,64.2,0,,-29,4.8,47,42.8,56,3,347505,97.7,Starter,Wire,2164.25,0.897,6,4864.83,2023-07-20
CUST-10322,2023-07-05,2023-10-08,95,Healthcare,Enterprise,Japan,18498,829.87,9958.5,36522.34,0.236,84.1,0,,-100,4.2,34,24.0,51,20,857677,4612.0,Enterprise,Wire,209.79,0.615,5,9958.5,2024-07-04
CUST-10323,2024-05-30,2025-08-03,430,Finance,Startup,France,39780,5526.52,66318.29,101447.34,0.252,84.7,0,,17,4.1,33,17.6,55,18,582400,2600.2,Starter,Wire,2645.69,0.682,10,198954.87,2025-05-30
CUST-10324,2022-05-29,2023-06-06,373,Logistics,Enterprise,France,1536,402.29,4827.42,15978.66,0.111,93.2,0,,77,3.4,8,2.6,11,5,452578,4405.9,Enterprise,Wire,4246.35,0.631,9,4827.42,2023-05-29
CUST-10325,2024-02-18,2024-03-05,16,Finance,SMB,UK,30216,3095.98,37151.81,28804.08,0.447,57.6,0,,-8,2.3,20,70.0,15,15,510297,2284.6,Starter,Invoice,2441.39,0.385,2,3095.98,2025-02-17
CUST-10326,2022-07-17,2024-01-23,555,Finance,Startup,France,17455,6761.45,81137.34,277631.7,0.045,95.1,0,,-55,1.7,38,68.0,42,17,616179,372.2,Starter,ACH,3605.03,0.366,2,6761.45,2023-07-17
CUST-10327,2023-12-11,2025-11-08,698,Technology,Mid-Market,Mexico,9280,3006.12,36073.44,79411.09,0.108,87.6,0,,-68,4.4,23,36.3,0,19,18939,4690.5,Starter,Credit Card,3160.59,0.22,5,108220.32,2024-12-10
CUST-10328,2023-07-18,2023-09-11,55,Finance,Startup,India,10684,4646.65,55759.75,69111.56,0.455,70.9,0,,43,3.4,46,63.9,35,1,61248,444.8,Professional,Invoice,3444.24,0.717,3,4646.65,2024-07-17
CUST-10329,2022-10-07,2023-12-11,430,Technology,SMB,Australia,4324,816.63,9799.57,37195.18,0,97.0,0,,-85,4.1,35,46.5,7,3,121811,2871.8,Starter,Invoice,4219.2,0.886,1,816.63,2023-10-07
CUST-10330,2023-10-08,2024-04-16,191,Technology,Startup,Mexico,8928,4330.3,51963.56,161937.17,0.363,72.3,0,,-49,1.2,29,6.0,55,19,329158,3402.4,Starter,Wire,1282.13,0.701,10,4330.3,2024-10-07
CUST-10331,2024-10-29,2026-06-09,588,Logistics,Mid-Market,France,38874,7872.56,94470.66,232984.52,0.07,98.1,0,,42,3.3,26,25.5,76,9,292582,4782.7,Starter,Wire,4181.66,0.088,9,94470.66,2025-10-29
CUST-10332,2024-08-29,2025-03-25,208,Technology,Enterprise,Brazil,21781,8066.26,96795.09,323128.99,0.452,69.2,0,,-89,1.6,49,40.9,78,13,232552,3423.0,Starter,Wire,4462.01,0.213,5,290385.27,2025-08-29
CUST-10333,2023-06-09,2024-11-27,537,Technology,Startup,France,17896,7662.01,91944.18,311092.88,0.012,100,0,,39,2.7,47,31.5,24,19,574571,1095.1,Enterprise,ACH,4654.74,0.503,8,183888.35,2024-06-08
CUST-10334,2022-12-29,2023-11-20,326,Media,SMB,Germany,35407,8021.0,96251.99,177025.48,0.433,64.1,0,,-88,2.3,3,32.6,56,9,738918,250.6,Enterprise,Wire,3099.37,0.352,5,288755.97,2023-12-29
CUST-10335,2022-11-23,2023-06-22,211,Education,SMB,UK,2790,5688.25,68259.04,208337.03,0.29,76.9,0,,26,3.5,19,52.9,85,20,106657,4447.4,Starter,Credit Card,4983.91,0.463,8,204777.12,2023-11-23
CUST-10336,2022-07-14,2024-03-21,616,Media,Startup,USA,45011,9863.17,118358.09,67089.88,0.057,99.1,0,,79,1.7,40,2.7,79,12,964036,1169.0,Enterprise,Credit Card,3412.94,0.998,1,118358.09,2023-07-14
