Date,Week,Month,Quarter,Year,Channel,Channel_Type,Campaign,Campaign_Objective,Target_Audience,Impressions,Reach,Clicks,CTR_Pct,CPC,Spend,Leads,CPL,MQLs,SQLs,Opportunities,Deals_Closed,Revenue_Attributed,ROI_Pct,ROAS,Conversion_Rate_Pct,Avg_Order_Value,Bounce_Rate_Pct,Time_On_Page_Sec,Video_Views,Email_Open_Rate_Pct,Email_CTR_Pct,Unsubscribes,Social_Shares,Comments,Brand_Mentions,Attribution_Model
2022-08-24,34,August,Q3,2022,Webinar,Earned,Brand Awareness Q1,Lead Gen,SMB Owner,70977,52970,1602,2.26,11.52,18460.65,111,166.31,44,15,1,0,2032.33,-89.0,0.11,6.96,2032.33,24.8,41,2410,0,0,0,1304,374,720,First Touch
2022-06-18,24,June,Q2,2022,Influencer,Paid,Summer Sale,Brand,Developer,4103854,3555635,131585,3.21,5.82,765209.33,5246,145.87,1885,676,193,50,2574947.38,236.5,3.37,3.99,13341.7,27.9,497,5235,0,0,0,146,399,100,Linear
2022-12-17,50,December,Q4,2022,Webinar,Earned,ABM Enterprise,Conversion,Enterprise VP,4792172,3655736,184732,3.85,4.5,831060.6,18616,44.64,5434,2262,263,125,2872959.1,245.7,3.46,10.08,10923.8,31.3,33,9385,0,0,0,3051,259,975,Time Decay
2022-10-18,42,October,Q4,2022,Email,Owned,Lead Magnet,Lead Gen,CMO,4659955,2984117,98849,2.12,8.26,816114.77,7993,102.1,2961,1298,466,137,3282351.7,302.2,4.02,8.09,7043.67,36.1,564,5607,30.0,2.4,162,3770,3,97,Linear
2022-04-01,13,April,Q2,2022,Influencer,Paid,Summer Sale,Upsell,CMO,897385,550874,42547,4.74,7.7,327488.34,5017,65.28,2960,1186,128,56,386299.93,18.0,1.18,11.79,3017.97,29.3,381,2069,0,0,0,1951,116,721,Last Touch
2024-07-10,28,July,Q3,2024,Google Ads,Paid,Demand Gen,Conversion,CFO,2254620,1901019,108562,4.82,12.84,1393876.52,10089,138.16,4380,1540,428,56,1074811.66,-22.9,0.77,9.29,2511.24,70.5,474,1364,0,0,0,2313,307,168,First Touch
2024-08-13,33,August,Q3,2024,Content,Owned,Retargeting Wave,Upsell,IT Manager,3855485,2496563,106807,2.77,12.96,1384065.47,12757,108.49,7466,3542,671,102,10943139.28,690.7,7.91,11.94,16308.7,56.1,549,8936,0,0,0,1947,354,71,Last Touch
2023-09-08,36,September,Q3,2023,Twitter/X,Earned,Holiday Push,Retention,CMO,4825328,4171788,368825,7.64,14.53,5360418.31,40807,131.36,20038,5424,2045,415,18339035.88,242.1,3.42,11.06,8967.74,31.5,333,3236,0,0,0,2806,440,311,Data-Driven
2024-08-05,32,August,Q3,2024,Podcast,Earned,Nurture Series,Lead Gen,SMB Owner,4156778,3574682,72158,1.74,14.63,1055675.2,3709,284.63,1448,436,96,34,1378999.44,30.6,1.31,5.14,14364.58,70.1,68,3709,0,0,0,2213,475,546,First Touch
2023-08-31,35,August,Q3,2023,LinkedIn,Earned,Summer Sale,Retention,Enterprise VP,2458958,1736764,99139,4.03,13.03,1291789.88,11471,112.61,5168,2151,581,111,397946.33,-69.2,0.31,11.57,684.93,44.9,314,2749,0,0,0,3321,195,711,Last Touch
2022-09-15,37,September,Q3,2022,Content,Owned,Nurture Series,Brand,CTO,2196290,1765006,108809,4.95,13.88,1510401.64,3731,404.82,1913,515,143,22,307207.94,-79.7,0.2,3.43,2148.31,34.5,136,7538,0,0,0,1510,419,186,Time Decay
2023-09-29,39,September,Q3,2023,Meta Ads,Paid,Nurture Series,Lead Gen,SMB Owner,2170500,1821387,90836,4.19,13.06,1186419.05,5116,231.9,3007,612,63,11,112304.99,-90.5,0.09,5.63,1782.62,39.8,560,4471,0,0,0,3673,410,313,Last Touch
2022-11-20,46,November,Q4,2022,YouTube,Earned,Holiday Push,Retention,Developer,4519976,3978807,238667,5.28,12.59,3005755.39,27664,108.65,12696,3769,848,418,7293691.08,142.7,2.43,11.59,8601.05,35.0,40,414000,0,0,0,1382,85,441,Last Touch
2023-09-09,36,September,Q3,2023,Trade Show,Earned,Brand Awareness Q1,Retention,CFO,1983040,1690993,69805,3.52,0.65,45629.27,6224,7.33,1601,590,160,42,2273893.54,4883.4,49.83,8.92,14211.83,71.9,339,4933,0,0,0,1193,231,515,Time Decay
2023-05-26,21,May,Q2,2023,Influencer,Paid,Holiday Push,Upsell,CMO,2726341,2228062,78675,2.89,10.05,790727.13,1241,637.17,705,178,31,12,257633.9,-67.4,0.33,1.58,8310.77,64.1,473,5958,0,0,0,2192,484,584,Last Touch
2023-02-07,6,February,Q1,2023,SEO,Owned,Product Launch,Conversion,CMO,1940426,1463110,109232,5.63,6.3,688550.46,1323,520.45,433,114,38,12,456163.32,-33.8,0.66,1.21,12004.3,33.3,487,3246,0,0,0,2032,423,817,Data-Driven
2022-07-21,29,July,Q3,2022,Email,Owned,Retargeting Wave,Retention,CFO,2066890,1303052,13387,0.65,7.48,100139.14,542,184.76,162,76,23,3,34137.42,-65.9,0.34,4.05,1484.24,37.6,507,4153,10.9,9.0,95,1563,365,838,Time Decay
2022-11-19,46,November,Q4,2022,Google Ads,Paid,Brand Awareness Q1,Retention,Enterprise VP,2028757,1271893,45162,2.23,1.15,51932.89,5001,10.38,1799,427,147,70,1009852.44,1844.5,19.45,11.07,6869.74,39.5,530,887,0,0,0,4814,489,989,Linear
2022-04-18,16,April,Q2,2022,SEO,Owned,Lead Magnet,Lead Gen,CFO,1275107,1076067,20941,1.64,9.89,207119.87,1792,115.58,572,172,32,14,65106.45,-68.6,0.31,8.56,2034.58,27.9,258,8367,0,0,0,291,481,497,Data-Driven
2022-06-04,22,June,Q2,2022,YouTube,Earned,Nurture Series,Upsell,CFO,765479,673223,52309,6.83,12.42,649849.63,4739,137.13,2627,1237,253,123,3791708.34,483.5,5.83,9.06,14986.99,57.0,501,57711,0,0,0,2729,354,509,Linear
2024-01-04,1,January,Q1,2024,Trade Show,Earned,Partner Co-Mktg,Lead Gen,CTO,1018340,867593,73381,7.21,6.19,454141.22,7171,63.33,1932,684,201,54,3944203.06,768.5,8.68,9.77,19622.9,64.7,157,1219,0,0,0,4394,336,373,Time Decay
2023-05-02,18,May,Q2,2023,Content,Owned,Lead Magnet,Upsell,Enterprise VP,1103458,789660,6283,0.57,11.8,74120.58,379,195.57,218,64,11,4,17240.65,-76.7,0.23,6.04,1567.33,60.1,450,9759,0,0,0,3648,235,898,First Touch
2023-09-19,38,September,Q3,2023,Email,Owned,Summer Sale,Conversion,Developer,1811025,1496437,103146,5.7,6.63,683408.68,11389,60.01,4579,1939,538,211,1415711.27,107.2,2.07,11.04,2631.43,71.0,241,9828,16.0,12.6,134,4102,285,100,Data-Driven
2023-03-01,9,March,Q1,2023,Google Ads,Paid,Demand Gen,Retention,Enterprise VP,2358598,1794178,153175,6.49,13.49,2066262.22,12592,164.09,4461,1217,312,75,2636031.73,27.6,1.28,8.22,8448.82,51.6,381,6888,0,0,0,4881,23,358,First Touch
2024-02-21,8,February,Q1,2024,Content,Owned,Holiday Push,Lead Gen,Developer,3358622,2016964,207918,6.19,8.28,1720810.66,5745,299.53,2248,802,83,29,1577855.29,-8.3,0.92,2.76,19010.3,53.2,317,7330,0,0,0,1264,323,197,Time Decay
2023-03-08,10,March,Q1,2023,Content,Owned,Partner Co-Mktg,Upsell,IT Manager,3524005,3121175,92342,2.62,7.26,670273.2,3191,210.05,1562,678,262,80,1264917.55,88.7,1.89,3.46,4827.93,55.9,400,1691,0,0,0,2091,177,1000,Linear
2023-02-23,8,February,Q1,2023,Webinar,Earned,Partner Co-Mktg,Retention,CFO,3871928,2402583,278304,7.19,4.27,1189214.82,17502,67.95,7450,3599,769,249,8108714.45,581.9,6.82,6.29,10544.49,65.8,123,1376,0,0,0,3481,155,362,Time Decay
2022-04-04,14,April,Q2,2022,Content,Owned,Holiday Push,Lead Gen,SMB Owner,3066557,2697341,204162,6.66,3.5,715548.86,8861,80.75,5054,1146,131,13,1664149.03,132.6,2.33,4.34,12703.43,21.9,377,8671,0,0,0,2835,219,339,Last Touch
2023-05-07,18,May,Q2,2023,Trade Show,Earned,Product Launch,Retention,CTO,4000836,2846006,164667,4.12,4.01,660040.65,13909,47.45,3334,1162,310,98,809464.19,22.6,1.23,8.45,2611.17,60.4,32,1695,0,0,0,1176,134,680,First Touch
2022-10-11,41,October,Q4,2022,Content,Owned,Brand Awareness Q1,Upsell,SMB Owner,2434303,2131282,73701,3.03,0.84,62258.09,1205,51.67,405,152,16,6,317980.69,410.7,5.11,1.64,19873.79,54.1,527,6577,0,0,0,3753,121,532,Data-Driven
2024-09-06,36,September,Q3,2024,LinkedIn,Earned,Brand Awareness Q1,Brand,CTO,2600263,2012808,86622,3.33,6.18,535328.54,991,540.19,514,221,38,8,181841.42,-66.0,0.34,1.15,4785.3,38.8,334,3703,0,0,0,145,251,708,Linear
2022-08-06,31,August,Q3,2022,Trade Show,Earned,Retargeting Wave,Conversion,CTO,4766894,3606444,226329,4.75,9.84,2226027.4,10082,220.79,3111,1326,193,80,2426848.81,9.0,1.09,4.46,12574.35,29.4,364,2542,0,0,0,3705,398,335,Time Decay
2022-04-25,17,April,Q2,2022,Google Ads,Paid,Summer Sale,Lead Gen,CFO,1392951,868705,20273,1.46,1.04,21117.32,703,30.04,408,86,18,4,173302.32,720.7,8.21,3.47,9627.91,53.8,64,4299,0,0,0,837,472,528,Last Touch
2024-11-04,45,November,Q4,2024,Google Ads,Paid,Holiday Push,Upsell,SMB Owner,2826402,1945055,28853,1.02,6.34,182839.46,426,429.2,177,41,6,1,70756.42,-61.3,0.39,1.48,11792.74,58.1,54,9563,0,0,0,4561,195,818,Last Touch
2024-05-02,18,May,Q2,2024,Meta Ads,Paid,Product Launch,Brand,CMO,2738916,1774875,42563,1.55,6.17,262535.69,1937,135.54,814,361,128,62,819654.31,212.2,3.12,4.55,6403.55,61.6,172,4113,0,0,0,4396,278,856,Time Decay
2023-01-27,4,January,Q1,2023,Influencer,Paid,Summer Sale,Upsell,CTO,592368,479009,13816,2.33,7.19,99359.11,840,118.28,268,56,21,5,353496.45,255.8,3.56,6.08,16833.16,42.8,144,4318,0,0,0,995,309,780,Last Touch
2024-04-17,16,April,Q2,2024,Google Ads,Paid,Summer Sale,Upsell,Developer,3215806,2700886,36644,1.14,4.32,158432.79,4117,38.48,2121,979,264,39,3963950.63,2402.0,25.02,11.24,15014.96,38.9,407,9818,0,0,0,1171,454,311,Time Decay
2024-04-18,16,April,Q2,2024,Podcast,Earned,Summer Sale,Upsell,CTO,4633286,2934071,255669,5.52,3.57,911604.81,4339,210.1,946,263,48,21,209331.88,-77.0,0.23,1.7,4361.08,71.3,126,5112,0,0,0,79,485,350,First Touch
2023-04-20,16,April,Q2,2023,LinkedIn,Earned,Brand Awareness Q1,Upsell,Enterprise VP,2642261,1803256,139283,5.27,6.95,968232.32,10390,93.19,2087,612,68,8,512896.14,-47.0,0.53,7.46,7542.59,80.0,415,7425,0,0,0,819,151,676,Data-Driven
2024-07-28,30,July,Q3,2024,Podcast,Earned,Product Launch,Lead Gen,IT Manager,1785090,1246772,18191,1.02,3.37,61304.06,707,86.71,369,158,34,16,225647.75,268.1,3.68,3.89,6636.7,56.0,75,7454,0,0,0,2193,13,227,Last Touch
2024-07-10,28,July,Q3,2024,SEO,Owned,Summer Sale,Lead Gen,IT Manager,2167536,1786782,111341,5.14,8.92,993056.45,12394,80.12,5082,1022,391,195,2078234.66,109.3,2.09,11.13,5315.18,37.3,210,6627,0,0,0,2461,36,4,Time Decay
2022-02-04,5,February,Q1,2022,Email,Owned,Partner Co-Mktg,Lead Gen,CTO,1408857,1135022,52123,3.7,12.23,637539.29,2531,251.89,1458,599,159,18,1157490.96,81.6,1.82,4.86,7279.82,21.6,566,9872,26.2,5.7,104,775,84,329,Last Touch
2024-03-22,12,March,Q1,2024,Google Ads,Paid,Demand Gen,Retention,Developer,3259952,2577556,243931,7.48,0.81,197368.38,9976,19.78,3154,1123,268,89,1703438.98,763.1,8.63,4.09,6356.12,51.1,298,8335,0,0,0,2067,264,71,Time Decay
2022-01-25,4,January,Q1,2022,Twitter/X,Earned,Holiday Push,Retention,Developer,2068425,1775715,73215,3.54,2.04,149694.9,8690,17.23,4940,1663,400,144,6077249.79,3959.8,40.6,11.87,15193.12,38.8,337,9756,0,0,0,1616,414,206,First Touch
2024-06-28,26,June,Q2,2024,Podcast,Earned,Nurture Series,Upsell,CTO,867236,564628,11533,1.33,13.33,153758.23,676,227.45,290,124,43,5,853879.36,455.3,5.55,5.87,19857.66,37.2,108,5843,0,0,0,2737,434,606,Time Decay
2024-07-05,27,July,Q3,2024,SEO,Owned,ABM Enterprise,Lead Gen,CMO,1908985,1470422,42813,2.24,10.15,434592.98,2872,151.32,1336,559,221,31,4099449.82,843.3,9.43,6.71,18549.55,66.6,47,3458,0,0,0,1918,184,249,First Touch
2022-04-24,16,April,Q2,2022,SEO,Owned,Lead Magnet,Retention,Enterprise VP,4913927,4174093,239654,4.88,6.08,1456746.13,13052,111.61,4427,1840,580,112,11116439.41,663.1,7.63,5.45,19166.27,79.7,241,9304,0,0,0,2485,390,437,Last Touch
2023-07-14,28,July,Q3,2023,Podcast,Earned,Partner Co-Mktg,Conversion,Enterprise VP,4155960,2797295,244471,5.88,2.71,661887.93,27138,24.39,14033,6224,2158,752,36671005.14,5440.4,55.4,11.1,16993.05,71.9,417,9067,0,0,0,3712,339,94,Linear
2022-06-10,23,June,Q2,2022,Email,Owned,Brand Awareness Q1,Conversion,CFO,2295112,1762105,110711,4.82,11.97,1325204.91,12001,110.42,4712,1803,418,58,481065.3,-63.7,0.36,10.84,1150.87,72.4,347,7577,34.3,2.7,183,994,198,139,Linear
2022-02-20,7,February,Q1,2022,Webinar,Earned,Demand Gen,Upsell,IT Manager,4928870,2980352,230655,4.68,3.23,744019.6,24555,30.3,12278,3903,859,408,14158382.12,1803.0,19.03,10.65,16482.4,59.8,355,5908,0,0,0,3981,2,867,Last Touch
2023-05-02,18,May,Q2,2023,SEO,Owned,Product Launch,Conversion,CFO,1110982,708632,45169,4.07,12.68,572695.75,943,607.31,392,124,47,20,557994.75,-2.6,0.97,2.09,11872.23,58.9,357,390,0,0,0,1422,199,54,First Touch
2022-04-09,14,April,Q2,2022,Twitter/X,Earned,Partner Co-Mktg,Brand,Developer,673802,522618,42977,6.38,12.05,517698.74,954,542.66,484,104,35,6,306970.36,-40.7,0.59,2.22,8770.58,35.5,278,8425,0,0,0,670,71,970,First Touch
2023-04-19,16,April,Q2,2023,Google Ads,Paid,Lead Magnet,Upsell,CTO,394247,326928,21858,5.54,8.56,187161.24,555,337.23,280,100,19,7,369445.75,97.4,1.97,2.54,19444.51,73.4,594,6633,0,0,0,3916,65,201,Last Touch
2022-05-31,22,May,Q2,2022,Google Ads,Paid,Partner Co-Mktg,Conversion,CFO,2213042,1808922,121492,5.49,8.17,993047.29,7813,127.1,4340,2142,823,105,4343575.64,337.4,4.37,6.43,5277.73,28.3,93,8688,0,0,0,4480,69,899,Last Touch
2022-02-12,6,February,Q1,2022,Webinar,Earned,Retargeting Wave,Brand,CMO,1790482,1176122,109754,6.13,8.13,892399.31,12977,68.77,6861,1622,349,71,4516919.4,406.2,5.06,11.82,12942.46,27.0,466,9954,0,0,0,1955,216,518,Last Touch
2023-10-11,41,October,Q4,2023,Twitter/X,Earned,Summer Sale,Upsell,Enterprise VP,4959128,3314853,49387,1.0,12.79,631681.57,2854,221.33,587,160,26,4,305744.42,-51.6,0.48,5.78,11759.4,40.6,566,2444,0,0,0,3295,412,465,First Touch
2022-12-25,51,December,Q4,2022,Webinar,Earned,Product Launch,Upsell,IT Manager,2017619,1671563,79861,3.96,4.27,341049.0,8227,41.45,3513,1593,238,48,984546.85,188.7,2.89,10.3,4136.75,61.0,305,4068,0,0,0,3516,392,720,Data-Driven
2024-06-09,23,June,Q2,2024,Podcast,Earned,Lead Magnet,Upsell,CTO,948624,660377,66790,7.04,13.32,889309.46,1214,732.54,623,166,18,5,99383.88,-88.8,0.11,1.82,5521.33,25.1,361,5198,0,0,0,2848,304,691,First Touch
2024-03-06,10,March,Q1,2024,Influencer,Paid,Brand Awareness Q1,Conversion,IT Manager,1401054,1241494,88966,6.35,8.19,729020.89,9981,73.04,2204,1050,286,82,3980508.25,446.0,5.46,11.22,13917.86,27.0,202,6501,0,0,0,3238,371,23,Last Touch
2022-10-26,43,October,Q4,2022,Email,Owned,Holiday Push,Retention,Developer,2718916,1816816,117332,4.32,1.55,181943.66,11450,15.89,3092,914,271,76,3250381.07,1686.5,17.86,9.76,11994.03,75.0,220,9857,43.2,14.7,148,2587,390,354,First Touch
2022-10-27,43,October,Q4,2022,SEO,Owned,Retargeting Wave,Upsell,IT Manager,3787944,2441425,95484,2.52,1.74,165894.56,1631,101.71,766,380,147,35,1380766.2,732.3,8.32,1.71,9392.97,77.5,494,7062,0,0,0,852,52,164,Linear
2023-08-21,34,August,Q3,2023,Influencer,Paid,Demand Gen,Lead Gen,SMB Owner,1346261,1197098,27458,2.04,0.94,25923.74,318,81.52,69,22,3,1,44972.25,73.5,1.73,1.16,14990.75,79.7,592,2282,0,0,0,4188,238,228,Last Touch
2022-08-15,33,August,Q3,2022,Google Ads,Paid,Nurture Series,Upsell,CFO,3957933,2552090,222520,5.62,8.06,1794553.77,7187,249.69,1931,641,201,20,3947841.5,120.0,2.2,3.23,19641.0,28.0,85,7359,0,0,0,184,281,302,Last Touch
2024-08-20,34,August,Q3,2024,SEO,Owned,Summer Sale,Lead Gen,SMB Owner,582789,477543,22008,3.78,10.89,239641.03,1406,170.44,673,288,46,10,377817.27,57.7,1.58,6.39,8213.42,39.9,39,300,0,0,0,2977,453,82,First Touch
2024-11-17,46,November,Q4,2024,Meta Ads,Paid,Retargeting Wave,Retention,CTO,2547568,2289778,144313,5.66,11.64,1680447.07,12714,132.17,3197,1480,240,36,343031.96,-79.6,0.2,8.81,1429.3,34.4,59,2515,0,0,0,4333,118,2,Last Touch
2023-07-11,28,July,Q3,2023,Twitter/X,Earned,Lead Magnet,Lead Gen,Developer,1195080,1060048,84595,7.08,9.78,827026.24,2683,308.25,1026,453,123,13,2413495.34,191.8,2.92,3.17,19621.91,56.4,445,6494,0,0,0,1811,63,432,Time Decay
2024-02-29,9,February,Q1,2024,Podcast,Earned,Brand Awareness Q1,Retention,CTO,3954093,2889525,235332,5.95,4.93,1160294.25,8792,131.97,4776,1319,242,49,1313590.21,13.2,1.13,3.74,5428.06,47.9,51,8955,0,0,0,2354,148,807,Linear
2022-02-26,8,February,Q1,2022,Meta Ads,Paid,Brand Awareness Q1,Upsell,CMO,2762511,1902583,164825,5.97,1.88,309419.96,9031,34.26,2321,1122,391,57,1491332.55,382.0,4.82,5.48,3814.15,20.4,38,9991,0,0,0,3341,315,586,Time Decay
2022-07-22,29,July,Q3,2022,Influencer,Paid,Demand Gen,Brand,CFO,1637969,1230056,23198,1.42,12.63,292958.97,2039,143.68,711,291,89,28,275597.65,-5.9,0.94,8.79,3096.6,79.0,475,4983,0,0,0,1925,179,943,Linear
2022-04-28,17,April,Q2,2022,Influencer,Paid,Summer Sale,Brand,CTO,2568438,2245818,108569,4.23,6.37,691213.48,12292,56.23,6127,2468,687,282,969422.76,40.2,1.4,11.32,1411.1,69.0,347,8299,0,0,0,3566,427,185,Time Decay
2024-07-01,27,July,Q3,2024,Influencer,Paid,Retargeting Wave,Brand,CFO,4558512,3977496,211570,4.64,3.07,649295.68,3055,212.54,711,237,61,14,52721.06,-91.9,0.08,1.44,864.28,74.1,539,114,0,0,0,4857,241,120,Data-Driven
2024-06-03,23,June,Q2,2024,Meta Ads,Paid,Nurture Series,Conversion,SMB Owner,2597259,2243472,174045,6.7,2.4,418242.59,13402,31.21,7466,2317,720,85,13833125.11,3207.4,33.07,7.7,19212.67,64.2,381,9232,0,0,0,3332,226,328,Time Decay
2024-10-12,41,October,Q4,2024,YouTube,Earned,ABM Enterprise,Retention,IT Manager,741406,660941,9655,1.3,3.23,31198.4,573,54.45,250,91,9,2,58106.5,86.2,1.86,5.94,6456.28,35.0,126,46013,0,0,0,3187,0,562,Data-Driven
2024-01-01,1,January,Q1,2024,Podcast,Earned,Summer Sale,Lead Gen,CMO,4786198,3415788,190761,3.99,14.25,2719222.08,18652,145.79,4543,1383,523,161,1973692.87,-27.4,0.73,9.78,3773.79,66.6,82,127,0,0,0,4210,100,278,Time Decay
2024-06-05,23,June,Q2,2024,Twitter/X,Earned,Holiday Push,Conversion,IT Manager,591121,514719,8714,1.47,7.86,68492.18,640,107.02,260,100,16,6,222300.04,224.6,3.25,7.36,13893.75,64.9,510,9458,0,0,0,4869,64,477,First Touch
2023-11-04,44,November,Q4,2023,Influencer,Paid,Demand Gen,Conversion,Developer,3305669,2127727,248348,7.51,13.73,3409643.55,25876,131.77,7455,2655,652,160,7204314.26,111.3,2.11,10.42,11049.56,58.6,594,8390,0,0,0,3248,262,667,First Touch
2023-06-13,24,June,Q2,2023,Email,Owned,Holiday Push,Upsell,CFO,4827640,3787973,193375,4.01,10.6,2050125.12,3021,678.62,1703,631,185,91,1788977.26,-12.7,0.87,1.56,9670.15,71.0,324,4533,22.5,10.6,164,2069,445,819,Linear
2023-07-22,29,July,Q3,2023,Meta Ads,Paid,Nurture Series,Lead Gen,CFO,363512,301924,14137,3.89,8.93,126274.38,1429,88.37,710,170,49,21,909533.7,620.3,7.2,10.11,18561.91,79.6,131,6406,0,0,0,253,479,819,Linear
2023-05-26,21,May,Q2,2023,Content,Owned,Brand Awareness Q1,Retention,Developer,4864203,3802790,262275,5.39,7.97,2091169.01,29190,71.64,11859,5768,1678,693,29051643.36,1289.3,13.89,11.13,17313.26,78.0,392,8294,0,0,0,2574,230,519,Last Touch
2024-10-14,42,October,Q4,2024,Content,Owned,Brand Awareness Q1,Retention,Developer,3496027,3099485,192104,5.49,12.06,2317127.53,3443,673.0,1345,393,136,25,2696085.68,16.4,1.16,1.79,19824.16,79.8,120,7634,0,0,0,3814,490,397,First Touch
2023-01-31,5,January,Q1,2023,Content,Owned,Demand Gen,Conversion,CFO,215250,130031,11439,5.31,0.54,6153.08,753,8.17,216,81,11,5,47836.13,677.4,7.77,6.59,4348.74,44.5,368,2128,0,0,0,4541,170,698,First Touch
2023-01-19,3,January,Q1,2023,Email,Owned,ABM Enterprise,Conversion,Developer,730795,464540,45582,6.24,14.45,658617.82,5117,128.71,2422,769,122,42,1152011.19,74.9,1.75,11.23,9442.71,29.4,74,3086,15.6,2.8,68,3949,249,76,Linear
2024-05-18,20,May,Q2,2024,YouTube,Earned,Product Launch,Brand,CTO,2767053,2001470,197753,7.15,8.98,1776775.27,17429,101.94,5674,1721,405,116,8010209.52,350.8,4.51,8.81,19778.3,24.4,448,162093,0,0,0,2174,479,955,Linear
2023-07-16,28,July,Q3,2023,Trade Show,Earned,Holiday Push,Brand,Developer,3286213,2384288,43827,1.33,2.82,123666.77,3094,39.97,927,369,47,5,605356.19,389.5,4.9,7.06,12879.92,64.1,125,2520,0,0,0,1383,445,153,Data-Driven
2023-05-01,18,May,Q2,2023,Twitter/X,Earned,ABM Enterprise,Conversion,Developer,222582,196289,7200,3.24,4.79,34506.54,404,85.41,193,52,5,1,27525.31,-20.2,0.8,5.61,5505.06,23.1,437,3477,0,0,0,2726,219,6,Time Decay
2024-10-17,42,October,Q4,2024,Trade Show,Earned,Retargeting Wave,Upsell,Enterprise VP,4521902,3527905,228033,5.04,10.25,2336513.04,25430,91.88,7287,2869,707,145,12179914.07,421.3,5.21,11.15,17227.6,69.4,56,478,0,0,0,4256,91,710,Last Touch
2024-03-30,13,March,Q1,2024,YouTube,Earned,Product Launch,Lead Gen,CTO,3163754,2433781,186868,5.91,14.75,2757094.87,19035,144.84,11025,3607,1366,341,1145738.13,-58.4,0.42,10.19,838.75,40.2,43,209930,0,0,0,853,234,791,Data-Driven
2022-03-18,11,March,Q1,2022,Webinar,Earned,Retargeting Wave,Conversion,CFO,3878443,3038684,26302,0.68,10.96,288240.48,3029,95.16,1427,359,41,11,487422.88,69.1,1.69,11.52,11888.36,55.9,187,1876,0,0,0,3132,93,745,First Touch
2023-02-01,5,February,Q1,2023,Twitter/X,Earned,Partner Co-Mktg,Upsell,CMO,1994726,1264142,122911,6.16,12.36,1519120.34,9181,165.46,4168,1882,606,266,2164783.72,42.5,1.43,7.47,3572.25,33.5,511,1393,0,0,0,1307,88,941,Time Decay
2022-03-28,13,March,Q1,2022,Google Ads,Paid,ABM Enterprise,Conversion,SMB Owner,4692124,3603072,67774,1.44,2.61,176693.97,2416,73.13,930,394,60,17,941902.45,433.1,5.33,3.56,15698.37,52.5,475,2728,0,0,0,4485,477,148,First Touch
2024-03-30,13,March,Q1,2024,Email,Owned,Partner Co-Mktg,Upsell,SMB Owner,1265380,779353,21395,1.69,10.07,215520.18,2168,99.41,1081,224,27,5,538330.44,149.8,2.5,10.14,19938.16,45.0,449,5991,30.1,5.5,189,2217,251,418,First Touch
2024-05-03,18,May,Q2,2024,Influencer,Paid,ABM Enterprise,Lead Gen,CFO,164179,121214,8784,5.35,13.35,117254.89,1006,116.56,378,154,27,7,443423.9,278.2,3.78,11.46,16423.11,47.9,276,7688,0,0,0,4053,280,927,Data-Driven
2023-06-19,25,June,Q2,2023,Google Ads,Paid,Partner Co-Mktg,Brand,CMO,3704728,3228539,19524,0.53,10.6,207046.76,1496,138.4,548,188,44,13,766338.4,270.1,3.7,7.67,17416.78,56.4,176,8941,0,0,0,2509,79,408,Data-Driven
2022-05-06,18,May,Q2,2022,YouTube,Earned,Summer Sale,Retention,CTO,1144626,687225,49732,4.34,14.84,737978.43,5385,137.04,2556,565,165,29,1297605.52,75.8,1.76,10.83,7864.28,49.6,548,493620,0,0,0,3475,17,342,Time Decay
2024-03-25,13,March,Q1,2024,Podcast,Earned,Lead Magnet,Conversion,Enterprise VP,4323742,2677395,25047,0.58,3.42,85619.14,2151,39.8,1259,403,77,22,747132.99,772.6,8.73,8.59,9703.03,51.4,146,2854,0,0,0,2150,68,570,Linear
2023-05-03,18,May,Q2,2023,Content,Owned,Demand Gen,Brand,SMB Owner,2266401,1659000,25475,1.12,6.28,160089.71,305,524.88,131,29,8,3,110222.51,-31.1,0.69,1.2,13777.81,27.1,21,8428,0,0,0,3279,248,893,First Touch
2024-01-22,4,January,Q1,2024,LinkedIn,Earned,Partner Co-Mktg,Upsell,SMB Owner,331591,236058,13583,4.1,9.91,134587.58,1218,110.5,270,120,14,3,68722.26,-48.9,0.51,8.97,4908.73,42.8,175,4811,0,0,0,3377,42,685,First Touch
2023-11-02,44,November,Q4,2023,Meta Ads,Paid,ABM Enterprise,Brand,Enterprise VP,769319,502352,5865,0.76,12.52,73405.29,655,112.07,144,49,16,3,162864.99,121.9,2.22,11.18,10179.06,28.9,315,9262,0,0,0,3879,83,702,Last Touch
2022-12-26,52,December,Q4,2022,Google Ads,Paid,Nurture Series,Retention,Enterprise VP,688097,555876,4057,0.59,10.28,41711.75,317,131.58,175,54,15,5,183890.98,340.9,4.41,7.82,12259.4,76.2,255,9816,0,0,0,3459,164,609,Time Decay
2023-09-26,39,September,Q3,2023,SEO,Owned,Nurture Series,Brand,IT Manager,1401883,960659,43445,3.1,6.06,263358.33,3675,71.66,1639,692,208,49,776336.75,194.8,2.95,8.46,3732.39,63.1,471,4779,0,0,0,322,481,812,Linear
2022-07-10,27,July,Q3,2022,Email,Owned,Lead Magnet,Upsell,IT Manager,2000470,1427927,78806,3.94,11.82,931814.91,6098,152.81,1780,593,134,19,2030915.71,118.0,2.18,7.74,15156.09,60.6,405,78,43.5,5.5,127,724,413,814,Time Decay
